"Type","Group","Class","Count","Template","Sample1","Sample2","Sample3"
"DESCRIPTION_TEMPLATE","420","지역SEO","3","loc 주변의 loc loc loc 등 연결 지역을 중심으로 위치 정보를 구성했습니다 지역별 위치 관계와 loc 범위를 함께 비교할 때 참고할 수 있습니다","massage/수택동-출장마사지-구리시-생활권-이동동선-지역정보-이용전-안내/index.html || 수택동 주변의 교문동·동구동·인창동 등 연결 지역을 중심으로 위치 정보를 구성했습니다. 지역별 위치 관계와 이동 범위를 함께 비교할 때 참고할 수 있습니다.","massage/동곡동-출장마사지-광주-광산구-생활권-이동동선-지역정보-이용전-안내/index.html || 동곡동 주변의 도산동·본량동·비아동 등 연결 지역을 중심으로 위치 정보를 구성했습니다. 지역별 위치 관계와 이동 범위를 함께 비교할 때 참고할 수 있습니다.","massage/부원동-출장마사지-김해-생활권-이동동선-지역정보-이용전-안내/index.html || 부원동 주변의 내외동·동상동·북부동 등 연결 지역을 중심으로 위치 정보를 구성했습니다. 지역별 위치 관계와 이동 범위를 함께 비교할 때 참고할 수 있습니다."
"DESCRIPTION_TEMPLATE","421","업체상세","3","x 관련 loc x 정보를 확인할 수 있습니다 n n 이용시간과 n n 부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스 가격 운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다","shops/gyeonggi/yangju/백석읍/한국미인테라피/index.html || 한국미인테라피 관련 양주시 백석읍 정보를 확인할 수 있습니다. 60분·90분 이용시간과 100,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/incheon/jemulpo-gu/개항동/한국미인테라피/index.html || 한국미인테라피 관련 제물포구 개항동 정보를 확인할 수 있습니다. 60분·90분 이용시간과 100,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/other/daejeon/dong-gu/자양동/S썸바디테라피/index.html || S썸바디테라피 관련 동구 자양동 정보를 확인할 수 있습니다. 60분·90분 이용시간과 50,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다."
"DESCRIPTION_TEMPLATE","422","업체상세","3","loc x 에서 x 이용 전 확인할 정보를 모았습니다 n n 코스와 n n 부터 확인되는 가격 정보를 포함해 이용 전 필요한 코스 가격 운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다","shops/gyeonggi/yangju/옥정동/프리미엄테라피/index.html || 양주시 옥정동에서 프리미엄테라피 이용 전 확인할 정보를 모았습니다. 60분·90분 코스와 60,000원부터 확인되는 가격 정보를 포함해 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/gyeonggi/pyeongtaek/신평동/너무이쁜테라피/index.html || 평택시 신평동에서 너무이쁜테라피 이용 전 확인할 정보를 모았습니다. 60분·90분 코스와 60,000원부터 확인되는 가격 정보를 포함해 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/other/daejeon/daedeok-gu/목상동/24시미녀테라피/index.html || 대덕구 목상동에서 24시미녀테라피 이용 전 확인할 정보를 모았습니다. 60분·90분 코스와 70,000원부터 확인되는 가격 정보를 포함해 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다."
"DESCRIPTION_TEMPLATE","423","업체상세","3","x 관련 loc x 정보를 확인할 수 있습니다 n n 부터 확인되는 가격 정보와 n n 코스 시간을 함께 살펴보고 코스와 가격 영업시간 전화 문자 문의 방법을 함께 확인할 수 있습니다","shops/gyeonggi/anseong/양성면/love테라피/index.html || love테라피 관련 안성시 양성면 정보를 확인할 수 있습니다. 70,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스와 가격, 영업시간, 전화·문자 문의 방법을 함께 확인할 수 있습니다.","shops/incheon/gyeyang-gu/작전동/너무이쁜테라피/index.html || 너무이쁜테라피 관련 계양구 작전동 정보를 확인할 수 있습니다. 60,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스와 가격, 영업시간, 전화·문자 문의 방법을 함께 확인할 수 있습니다.","shops/incheon/bupyeong-gu/십정동/love테라피/index.html || love테라피 관련 부평구 십정동 정보를 확인할 수 있습니다. 70,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스와 가격, 영업시간, 전화·문자 문의 방법을 함께 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","424","업체상세","3","loc x 에서 이용 가능한 x 정보를 보기 쉽게 정리했습니다 n n 이용시간과 n n 부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스 가격 운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다","shops/gyeonggi/anseong/고삼면/프리미엄테라피/index.html || 안성시 고삼면에서 이용 가능한 프리미엄테라피 정보를 보기 쉽게 정리했습니다. 60분·90분 이용시간과 60,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/gyeonggi/hanam/초이동/프리미엄테라피/index.html || 하남시 초이동에서 이용 가능한 프리미엄테라피 정보를 보기 쉽게 정리했습니다. 60분·90분 이용시간과 60,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/incheon/jemulpo-gu/개항동/프리미엄테라피/index.html || 제물포구 개항동에서 이용 가능한 프리미엄테라피 정보를 보기 쉽게 정리했습니다. 60분·90분 이용시간과 60,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다."
"DESCRIPTION_TEMPLATE","425","업체상세","3","x 의 loc x 운영 정보와 문의 방법을 정리했습니다 n n 코스와 n n 부터 확인되는 가격 정보를 포함해 가격과 이용시간 연락 방법을 확인해 필요한 내용을 loc 비교할 수 있습니다","shops/gyeonggi/anseong/안성동/한국미인테라피/index.html || 한국미인테라피의 안성시 안성동 운영 정보와 문의 방법을 정리했습니다. 60분·90분 코스와 100,000원부터 확인되는 가격 정보를 포함해 가격과 이용시간, 연락 방법을 확인해 필요한 내용을 미리 비교할 수 있습니다.","shops/gyeonggi/yangpyeong/개군면/love테라피/index.html || love테라피의 양평군 개군면 운영 정보와 문의 방법을 정리했습니다. 60분·90분 코스와 70,000원부터 확인되는 가격 정보를 포함해 가격과 이용시간, 연락 방법을 확인해 필요한 내용을 미리 비교할 수 있습니다.","shops/incheon/ganghwa-gun/길상면/프리미엄테라피/index.html || 프리미엄테라피의 강화군 길상면 운영 정보와 문의 방법을 정리했습니다. 60분·90분 코스와 60,000원부터 확인되는 가격 정보를 포함해 가격과 이용시간, 연락 방법을 확인해 필요한 내용을 미리 비교할 수 있습니다."
"DESCRIPTION_TEMPLATE","426","지역SEO","3","loc 지역에서 loc loc 등 주변 생활권을 함께 확인할 수 있습니다 인접 생활권과 loc 방향을 비교하고 지역 범위를 확인하는 데 참고할 수 있습니다","massage/광정동-출장마사지-군포시-생활권-이동동선-지역정보-이용전-안내/index.html || 광정동 지역에서 군포동·궁내동 등 주변 생활권을 함께 확인할 수 있습니다. 인접 생활권과 이동 방향을 비교하고 지역 범위를 확인하는 데 참고할 수 있습니다.","massage/개포동-출장마사지-강남구-생활권-이동동선-지역정보-이용전-안내/index.html || 개포동 지역에서 논현동·대치동 등 주변 생활권을 함께 확인할 수 있습니다. 인접 생활권과 이동 방향을 비교하고 지역 범위를 확인하는 데 참고할 수 있습니다.","massage/신월동-출장마사지-양천구-생활권-이동동선-지역정보-이용전-안내/index.html || 신월동 지역에서 목동·신정동 등 주변 생활권을 함께 확인할 수 있습니다. 인접 생활권과 이동 방향을 비교하고 지역 범위를 확인하는 데 참고할 수 있습니다."
"DESCRIPTION_TEMPLATE","427","업체상세","3","loc loc x 생활권에서 확인할 수 있는 x 정보를 담았습니다 n n 부터 확인되는 가격 정보와 n n 코스 시간을 함께 살펴보고 코스와 가격 영업시간 전화 문자 문의 방법을 함께 확인할 수 있습니다","shops/gyeonggi/seongnam/bundang-gu/분당동/한국미인테라피/index.html || 성남시-분당구 분당동 생활권에서 확인할 수 있는 한국미인테라피 정보를 담았습니다. 100,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스와 가격, 영업시간, 전화·문자 문의 방법을 함께 확인할 수 있습니다.","shops/gyeonggi/anyang/dongan-gu/인덕원동/한국미인테라피/index.html || 안양시-동안구 인덕원동 생활권에서 확인할 수 있는 한국미인테라피 정보를 담았습니다. 100,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스와 가격, 영업시간, 전화·문자 문의 방법을 함께 확인할 수 있습니다.","shops/gyeonggi/hwaseong/hyohaeng-gu/비봉면/프리미엄테라피/index.html || 화성시-효행구 비봉면 생활권에서 확인할 수 있는 프리미엄테라피 정보를 담았습니다. 60,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스와 가격, 영업시간, 전화·문자 문의 방법을 함께 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","428","업체상세","3","x 의 loc loc x 이용 안내입니다 n n 코스와 n n 부터 확인되는 가격 정보를 포함해 운영시간과 코스 구성 가격 연락 방법을 한 페이지에서 확인할 수 있습니다","shops/gyeonggi/seongnam/bundang-gu/삼평동/한국미인테라피/index.html || 한국미인테라피의 성남시-분당구 삼평동 이용 안내입니다. 60분·90분 코스와 100,000원부터 확인되는 가격 정보를 포함해 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다.","shops/gyeonggi/seongnam/jungwon-gu/은행동/너무이쁜테라피/index.html || 너무이쁜테라피의 성남시-중원구 은행동 이용 안내입니다. 60분·90분 코스와 60,000원부터 확인되는 가격 정보를 포함해 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다.","shops/gyeonggi/yongin/cheoin-gu/원삼면/프리미엄테라피/index.html || 프리미엄테라피의 용인시-처인구 원삼면 이용 안내입니다. 60분·90분 코스와 60,000원부터 확인되는 가격 정보를 포함해 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","429","업체상세","3","x 의 코스와 운영 정보를 loc loc x 기준으로 안내합니다 n n 코스와 n n 부터 코스 구성과 가격 운영시간 연락 방법을 한곳에서 확인할 수 있습니다","shops/gyeonggi/bucheon/wonmi-gu/춘의동/한국미인테라피/index.html || 한국미인테라피의 코스와 운영 정보를 부천시-원미구 춘의동 기준으로 안내합니다. 60분·90분 코스와 100,000원부터 코스 구성과 가격, 운영시간, 연락 방법을 한곳에서 확인할 수 있습니다.","shops/gyeonggi/seongnam/bundang-gu/분당동/너무이쁜테라피/index.html || 너무이쁜테라피의 코스와 운영 정보를 성남시-분당구 분당동 기준으로 안내합니다. 60분·90분 코스와 60,000원부터 코스 구성과 가격, 운영시간, 연락 방법을 한곳에서 확인할 수 있습니다.","shops/gyeonggi/anyang/dongan-gu/달안동/프리미엄테라피/index.html || 프리미엄테라피의 코스와 운영 정보를 안양시-동안구 달안동 기준으로 안내합니다. 60분·90분 코스와 60,000원부터 코스 구성과 가격, 운영시간, 연락 방법을 한곳에서 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","430","업체상세","3","x 이용을 검토할 때 참고할 loc loc x 상세 정보입니다 n n 부터 확인되는 가격 정보와 n n 코스 시간을 함께 살펴보고 코스 구성과 가격 운영시간 연락 방법을 한곳에서 확인할 수 있습니다","shops/gyeonggi/bucheon/ojeong-gu/성곡동/프리미엄테라피/index.html || 프리미엄테라피 이용을 검토할 때 참고할 부천시-오정구 성곡동 상세 정보입니다. 60,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스 구성과 가격, 운영시간, 연락 방법을 한곳에서 확인할 수 있습니다.","shops/gyeonggi/yongin/cheoin-gu/원삼면/love테라피/index.html || love테라피 이용을 검토할 때 참고할 용인시-처인구 원삼면 상세 정보입니다. 70,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스 구성과 가격, 운영시간, 연락 방법을 한곳에서 확인할 수 있습니다.","shops/gyeonggi/hwaseong/byeongjeom-gu/반월동/너무이쁜테라피/index.html || 너무이쁜테라피 이용을 검토할 때 참고할 화성시-병점구 반월동 상세 정보입니다. 60,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 코스 구성과 가격, 운영시간, 연락 방법을 한곳에서 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","431","업체상세","3","loc loc x 에서 이용 가능한 x 정보를 보기 쉽게 정리했습니다 n n 이용시간과 n n 부터 확인되는 가격 정보를 함께 확인하며 가격과 이용시간 연락 방법을 확인해 필요한 내용을 loc 비교할 수 있습니다","shops/gyeonggi/bucheon/wonmi-gu/상동/프리미엄테라피/index.html || 부천시-원미구 상동에서 이용 가능한 프리미엄테라피 정보를 보기 쉽게 정리했습니다. 60분·90분 이용시간과 60,000원부터 확인되는 가격 정보를 함께 확인하며 가격과 이용시간, 연락 방법을 확인해 필요한 내용을 미리 비교할 수 있습니다.","shops/gyeonggi/seongnam/sujeong-gu/수진동/love테라피/index.html || 성남시-수정구 수진동에서 이용 가능한 love테라피 정보를 보기 쉽게 정리했습니다. 60분·90분 이용시간과 70,000원부터 확인되는 가격 정보를 함께 확인하며 가격과 이용시간, 연락 방법을 확인해 필요한 내용을 미리 비교할 수 있습니다.","shops/gyeonggi/yongin/giheung-gu/보라동/너무이쁜테라피/index.html || 용인시-기흥구 보라동에서 이용 가능한 너무이쁜테라피 정보를 보기 쉽게 정리했습니다. 60분·90분 이용시간과 60,000원부터 확인되는 가격 정보를 함께 확인하며 가격과 이용시간, 연락 방법을 확인해 필요한 내용을 미리 비교할 수 있습니다."
"DESCRIPTION_TEMPLATE","432","업체상세","3","loc loc x 에서 x 이용 전 확인할 정보를 모았습니다 n n 코스와 n n 부터 운영시간과 코스 구성 가격 연락 방법을 한 페이지에서 확인할 수 있습니다","shops/gyeonggi/suwon/yeongtong-gu/매탄동/love테라피/index.html || 수원시-영통구 매탄동에서 love테라피 이용 전 확인할 정보를 모았습니다. 60분·90분 코스와 70,000원부터 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다.","shops/gyeonggi/yongin/giheung-gu/서농동/너무이쁜테라피/index.html || 용인시-기흥구 서농동에서 너무이쁜테라피 이용 전 확인할 정보를 모았습니다. 60분·90분 코스와 60,000원부터 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다.","shops/gyeonggi/hwaseong/manse-gu/새솔동/love테라피/index.html || 화성시-만세구 새솔동에서 love테라피 이용 전 확인할 정보를 모았습니다. 60분·90분 코스와 70,000원부터 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","433","업체상세","3","x 의 코스와 운영 정보를 loc loc x 기준으로 안내합니다 n n 부터 시작하는 가격과 n n 코스 정보를 바탕으로 이용 전 필요한 코스 가격 운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다","shops/gyeonggi/suwon/paldal-gu/행궁동/love테라피/index.html || love테라피의 코스와 운영 정보를 수원시-팔달구 행궁동 기준으로 안내합니다. 70,000원부터 시작하는 가격과 60분·90분 코스 정보를 바탕으로 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/gyeonggi/ansan/sangnok-gu/해양동/프리미엄테라피/index.html || 프리미엄테라피의 코스와 운영 정보를 안산시-상록구 해양동 기준으로 안내합니다. 60,000원부터 시작하는 가격과 60분·90분 코스 정보를 바탕으로 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/gyeonggi/anyang/dongan-gu/귀인동/love테라피/index.html || love테라피의 코스와 운영 정보를 안양시-동안구 귀인동 기준으로 안내합니다. 70,000원부터 시작하는 가격과 60분·90분 코스 정보를 바탕으로 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다."
"DESCRIPTION_TEMPLATE","434","업체상세","3","loc loc x 지역의 x 이용 정보를 정리했습니다 n n 코스와 n n 부터 이용 가능한 코스와 가격 영업시간 전화 문자 문의 정보를 확인할 수 있습니다","shops/gyeonggi/seongnam/jungwon-gu/상대원동/프리미엄테라피/index.html || 성남시-중원구 상대원동 지역의 프리미엄테라피 이용 정보를 정리했습니다. 60분·90분 코스와 60,000원부터 이용 가능한 코스와 가격, 영업시간, 전화·문자 문의 정보를 확인할 수 있습니다.","shops/gyeonggi/anyang/manan-gu/명학동/너무이쁜테라피/index.html || 안양시-만안구 명학동 지역의 너무이쁜테라피 이용 정보를 정리했습니다. 60분·90분 코스와 60,000원부터 이용 가능한 코스와 가격, 영업시간, 전화·문자 문의 정보를 확인할 수 있습니다.","shops/gyeonggi/hwaseong/manse-gu/마도면/한국미인테라피/index.html || 화성시-만세구 마도면 지역의 한국미인테라피 이용 정보를 정리했습니다. 60분·90분 코스와 100,000원부터 이용 가능한 코스와 가격, 영업시간, 전화·문자 문의 정보를 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","435","업체상세","3","loc loc x 생활권에서 확인할 수 있는 x 정보를 담았습니다 n n 부터 확인되는 가격 정보와 n n 코스 시간을 함께 살펴보고 가격 코스 구성 영업시간과 문의 수단을 순서대로 확인할 수 있습니다","shops/gyeonggi/seongnam/bundang-gu/서현동/너무이쁜테라피/index.html || 성남시-분당구 서현동 생활권에서 확인할 수 있는 너무이쁜테라피 정보를 담았습니다. 60,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 가격, 코스 구성, 영업시간과 문의 수단을 순서대로 확인할 수 있습니다.","shops/gyeonggi/anyang/dongan-gu/갈산동/너무이쁜테라피/index.html || 안양시-동안구 갈산동 생활권에서 확인할 수 있는 너무이쁜테라피 정보를 담았습니다. 60,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 가격, 코스 구성, 영업시간과 문의 수단을 순서대로 확인할 수 있습니다.","shops/gyeonggi/yongin/cheoin-gu/유림동/love테라피/index.html || 용인시-처인구 유림동 생활권에서 확인할 수 있는 love테라피 정보를 담았습니다. 70,000원부터 확인되는 가격 정보와 60분·90분 코스 시간을 함께 살펴보고 가격, 코스 구성, 영업시간과 문의 수단을 순서대로 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","436","업체상세","3","x 이용 전 살펴볼 loc loc x 지역 정보를 한곳에 모았습니다 n n 부터 시작하는 가격과 n n 코스 정보를 바탕으로 코스별 이용시간과 가격 운영시간 및 연락 방법을 비교할 수 있습니다","shops/gyeonggi/seongnam/sujeong-gu/양지동/프리미엄테라피/index.html || 프리미엄테라피 이용 전 살펴볼 성남시-수정구 양지동 지역 정보를 한곳에 모았습니다. 60,000원부터 시작하는 가격과 60분·90분 코스 정보를 바탕으로 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다.","shops/gyeonggi/ansan/danwon-gu/초지동/love테라피/index.html || love테라피 이용 전 살펴볼 안산시-단원구 초지동 지역 정보를 한곳에 모았습니다. 70,000원부터 시작하는 가격과 60분·90분 코스 정보를 바탕으로 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다.","shops/gyeonggi/anyang/dongan-gu/갈산동/love테라피/index.html || love테라피 이용 전 살펴볼 안양시-동안구 갈산동 지역 정보를 한곳에 모았습니다. 70,000원부터 시작하는 가격과 60분·90분 코스 정보를 바탕으로 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다."
"DESCRIPTION_TEMPLATE","437","업체상세","3","x 의 loc x 운영 정보와 문의 방법을 정리했습니다 n n 부터 확인되는 가격과 n n 코스 정보를 참고해 코스별 이용시간과 가격 운영시간 및 연락 방법을 비교할 수 있습니다","shops/incheon/bupyeong-gu/삼산동/너무이쁜테라피/index.html || 너무이쁜테라피의 부평구 삼산동 운영 정보와 문의 방법을 정리했습니다. 60,000원부터 확인되는 가격과 60분·90분 코스 정보를 참고해 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다.","shops/incheon/yeonsu-gu/옥련동/love테라피/index.html || love테라피의 연수구 옥련동 운영 정보와 문의 방법을 정리했습니다. 70,000원부터 확인되는 가격과 60분·90분 코스 정보를 참고해 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다.","shops/other/jeonju/deokjin-gu/송천동/상큼테라피/index.html || 상큼테라피의 덕진구 송천동 운영 정보와 문의 방법을 정리했습니다. 70,000원부터 확인되는 가격과 60분·90분 코스 정보를 참고해 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다."
"DESCRIPTION_TEMPLATE","438","업체상세","3","x 관련 loc x 정보를 확인할 수 있습니다 n n 코스와 n n 부터 확인되는 가격 정보를 포함해 코스 가격 영업시간과 전화 또는 문자 문의 방법을 확인할 수 있습니다","shops/gyeonggi/uijeongbu/장암동/love테라피/index.html || love테라피 관련 의정부시 장암동 정보를 확인할 수 있습니다. 60분·90분 코스와 70,000원부터 확인되는 가격 정보를 포함해 코스·가격·영업시간과 전화 또는 문자 문의 방법을 확인할 수 있습니다.","shops/other/daejeon/seo-gu/변동/S썸바디테라피/index.html || S썸바디테라피 관련 서구 변동 정보를 확인할 수 있습니다. 60분·90분 코스와 50,000원부터 확인되는 가격 정보를 포함해 코스·가격·영업시간과 전화 또는 문자 문의 방법을 확인할 수 있습니다.","shops/other/daegu/dalseong-gun/가창면/대구테라피/index.html || 대구테라피 관련 달성군 가창면 정보를 확인할 수 있습니다. 60분·90분 코스와 80,000원부터 확인되는 가격 정보를 포함해 코스·가격·영업시간과 전화 또는 문자 문의 방법을 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","439","업체상세","3","loc x 기준 x 의 코스와 이용 정보를 확인할 수 있습니다 n n 코스와 n n 부터 확인되는 가격 정보를 포함해 코스별 이용시간과 가격 운영시간 및 연락 방법을 비교할 수 있습니다","shops/other/daejeon/jung-gu/문창동/S썸바디테라피/index.html || 중구 문창동 기준 S썸바디테라피의 코스와 이용 정보를 확인할 수 있습니다. 60분·90분 코스와 50,000원부터 확인되는 가격 정보를 포함해 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다.","shops/other/cheongju/sangdang-gu/용암동/S썸바디테라피/index.html || 상당구 용암동 기준 S썸바디테라피의 코스와 이용 정보를 확인할 수 있습니다. 60분·90분 코스와 50,000원부터 확인되는 가격 정보를 포함해 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다.","shops/other/jeonju/wansan-gu/노송동/상큼테라피/index.html || 완산구 노송동 기준 상큼테라피의 코스와 이용 정보를 확인할 수 있습니다. 60분·90분 코스와 70,000원부터 확인되는 가격 정보를 포함해 코스별 이용시간과 가격, 운영시간 및 연락 방법을 비교할 수 있습니다."
"DESCRIPTION_TEMPLATE","440","업체상세","3","x 이용 전 살펴볼 loc x 지역 정보를 한곳에 모았습니다 n n 코스와 n n 부터 이용 전 필요한 코스 가격 운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다","shops/gyeonggi/uijeongbu/의정부동/love테라피/index.html || love테라피 이용 전 살펴볼 의정부시 의정부동 지역 정보를 한곳에 모았습니다. 60분·90분 코스와 70,000원부터 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/gyeonggi/paju/파평면/love테라피/index.html || love테라피 이용 전 살펴볼 파주시 파평면 지역 정보를 한곳에 모았습니다. 60분·90분 코스와 70,000원부터 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/gyeonggi/pyeongtaek/원평동/love테라피/index.html || love테라피 이용 전 살펴볼 평택시 원평동 지역 정보를 한곳에 모았습니다. 60분·90분 코스와 70,000원부터 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다."
"DESCRIPTION_TEMPLATE","441","업체상세","3","x 의 loc loc 운영 정보와 문의 방법을 정리했습니다 운영시간과 코스 구성 가격 연락 방법을 한 페이지에서 확인할 수 있습니다","shops/other/gwangju/buk-gu/삼각동/나비테라피/index.html || 나비테라피의 북구 삼각동 운영 정보와 문의 방법을 정리했습니다. 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다.","shops/other/gwangju/buk-gu/오치동/나비테라피/index.html || 나비테라피의 북구 오치동 운영 정보와 문의 방법을 정리했습니다. 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다.","shops/other/gwangju/seo-gu/상무동/나비테라피/index.html || 나비테라피의 서구 상무동 운영 정보와 문의 방법을 정리했습니다. 운영시간과 코스 구성, 가격, 연락 방법을 한 페이지에서 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","442","업체상세","3","x 의 코스와 운영 정보를 loc x 기준으로 안내합니다 n n 코스와 n n 부터 가격 코스 구성 영업시간과 문의 수단을 순서대로 확인할 수 있습니다","shops/gyeonggi/pyeongtaek/통복동/love테라피/index.html || love테라피의 코스와 운영 정보를 평택시 통복동 기준으로 안내합니다. 60분·90분 코스와 70,000원부터 가격, 코스 구성, 영업시간과 문의 수단을 순서대로 확인할 수 있습니다.","shops/gyeonggi/pocheon/영중면/love테라피/index.html || love테라피의 코스와 운영 정보를 포천시 영중면 기준으로 안내합니다. 60분·90분 코스와 70,000원부터 가격, 코스 구성, 영업시간과 문의 수단을 순서대로 확인할 수 있습니다.","shops/other/daejeon/dong-gu/용운동/24시미녀테라피/index.html || 24시미녀테라피의 코스와 운영 정보를 동구 용운동 기준으로 안내합니다. 60분·90분 코스와 70,000원부터 가격, 코스 구성, 영업시간과 문의 수단을 순서대로 확인할 수 있습니다."
"DESCRIPTION_TEMPLATE","443","업체상세","3","x 이용을 검토할 때 참고할 loc x 상세 정보입니다 n n 이용시간과 n n 부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스 가격 운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다","shops/gyeonggi/paju/파주읍/너무이쁜테라피/index.html || 너무이쁜테라피 이용을 검토할 때 참고할 파주시 파주읍 상세 정보입니다. 60분·90분 이용시간과 60,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/incheon/seohae-gu/연희동/한국미인테라피/index.html || 한국미인테라피 이용을 검토할 때 참고할 서해구 연희동 상세 정보입니다. 60분·90분 이용시간과 100,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다.","shops/other/daegu/dalseo-gu/상인동/대구테라피/index.html || 대구테라피 이용을 검토할 때 참고할 달서구 상인동 상세 정보입니다. 60분·90분 이용시간과 80,000원부터 확인되는 가격 정보를 함께 확인하며 이용 전 필요한 코스·가격·운영시간과 연락 정보를 한 번에 살펴볼 수 있습니다."
